datetime,Can Tho_Rainfall,Can Tho_Water Level,Chau Doc_Rainfall,Chau Doc_Water Level,Dai Ngai_Rainfall,Dai Ngai_Water Level,Chau Doc_WL_Change,Can Tho_WL_Change,Dai Ngai_WL_Change,month
2022-03-16 03:00:00,0.0,-0.575,0.0,0.431,0.0,0.201,-0.6439999999999999,-0.602,0.9890000000000001,3
2022-03-16 06:00:00,0.0,0.916,0.0,-0.1,0.0,1.294,-0.531,1.491,1.093,3
2022-03-16 09:00:00,0.0,1.125,0.0,1.096,0.0,1.279,1.1960000000000002,0.20899999999999996,-0.015000000000000124,3
2022-03-16 12:00:00,0.0,0.91,0.0,1.306,0.0,0.35,0.20999999999999996,-0.21499999999999997,-0.9289999999999999,3
2022-03-16 15:00:00,0.0,0.394,0.0,1.159,0.0,0.874,-0.14700000000000002,-0.516,0.524,3
2022-03-16 18:00:00,0.0,1.092,0.0,0.467,0.0,1.165,-0.692,0.6980000000000001,0.29100000000000004,3
2022-03-16 21:00:00,0.0,1.095,0.0,1.263,0.0,0.87,0.7959999999999998,0.0029999999999998916,-0.29500000000000004,3
2022-03-17 00:00:00,0.0,0.293,0.0,1.273,0.0,-0.507,0.010000000000000009,-0.802,-1.377,3
2022-03-17 03:00:00,0.0,-0.463,0.0,0.66,0.0,-0.198,-0.6129999999999999,-0.756,0.309,3
2022-03-17 06:00:00,0.0,0.823,0.0,0.082,0.0,1.308,-0.5780000000000001,1.286,1.506,3
2022-03-17 09:00:00,0.0,1.149,0.0,1.045,0.0,1.354,0.963,0.32600000000000007,0.04600000000000004,3
2022-03-17 12:00:00,0.0,1.026,0.0,1.323,0.0,0.407,0.278,-0.123,-0.9470000000000001,3
2022-03-17 15:00:00,0.0,0.071,0.0,1.25,0.0,0.629,-0.07299999999999995,-0.9550000000000001,0.22200000000000003,3
2022-03-17 18:00:00,0.0,1.178,0.0,0.45,0.0,1.415,-0.8,1.107,0.786,3
2022-03-17 21:00:00,0.0,1.238,0.0,1.298,0.0,1.318,0.8480000000000001,0.06000000000000005,-0.09699999999999998,3
2022-03-18 00:00:00,0.0,0.629,0.0,1.38,0.0,-0.157,0.08199999999999985,-0.609,-1.475,3
2022-03-18 03:00:00,0.0,-0.261,0.0,0.913,0.0,-0.839,-0.46699999999999986,-0.89,-0.6819999999999999,3
2022-03-18 06:00:00,0.0,0.717,0.0,0.257,0.0,1.32,-0.656,0.978,2.159,3
2022-03-18 09:00:00,0.0,1.192,0.0,0.952,0.0,1.444,0.695,0.475,0.12399999999999989,3
2022-03-18 12:00:00,0.0,1.135,2.0,1.352,0.0,0.551,0.40000000000000013,-0.05699999999999994,-0.8929999999999999,3
2022-03-18 15:00:00,0.0,0.074,0.0,1.331,0.0,-0.063,-0.02100000000000013,-1.061,-0.6140000000000001,3
2022-03-18 18:00:00,0.0,0.998,0.0,0.511,0.0,1.454,-0.82,0.924,1.517,3
2022-03-18 21:00:00,0.0,1.256,0.0,1.152,0.0,1.473,0.6409999999999999,0.258,0.019000000000000128,3
2022-03-19 00:00:00,0.0,0.986,0.0,1.399,0.0,0.225,0.2470000000000001,-0.27,-1.248,3
2022-03-19 03:00:00,0.0,-0.11,0.0,1.24,0.0,-0.982,-0.15900000000000003,-1.096,-1.207,3
2022-03-19 06:00:00,0.0,0.563,0.0,0.405,0.0,1.216,-0.835,0.6729999999999999,2.198,3
2022-03-19 09:00:00,0.0,1.27,0.0,0.836,0.0,1.561,0.43099999999999994,0.7070000000000001,0.345,3
2022-03-19 12:00:00,0.0,1.256,0.0,1.416,0.0,0.852,0.58,-0.014000000000000012,-0.709,3
2022-03-19 15:00:00,0.0,0.179,0.0,1.424,0.0,-0.575,0.008000000000000007,-1.077,-1.427,3
2022-03-19 18:00:00,0.0,0.719,0.0,0.61,0.0,1.378,-0.814,0.54,1.9529999999999998,3
2022-03-19 21:00:00,0.0,1.318,0.0,0.931,0.0,1.586,0.32100000000000006,0.5990000000000001,0.20800000000000018,3
2022-03-20 00:00:00,0.0,1.234,0.0,1.461,0.0,0.732,0.53,-0.08400000000000007,-0.8540000000000001,3
2022-03-20 03:00:00,0.0,0.11,0.0,1.459,0.0,-0.69,-0.0020000000000000018,-1.1239999999999999,-1.422,3
2022-03-20 06:00:00,0.0,0.33,0.0,0.6,0.0,1.123,-0.8590000000000001,0.22000000000000003,1.813,3
2022-03-20 09:00:00,0.0,1.338,0.0,0.616,0.0,1.655,0.016000000000000014,1.008,0.532,3
2022-03-20 12:00:00,0.0,1.344,0.0,1.47,0.0,1.178,0.854,0.006000000000000005,-0.4770000000000001,3
2022-03-20 15:00:00,0.0,0.336,0.0,1.5,0.0,-0.471,0.030000000000000027,-1.008,-1.649,3
2022-03-20 18:00:00,0.0,0.169,0.0,0.748,0.0,1.042,-0.752,-0.167,1.513,3
2022-03-20 21:00:00,0.0,1.334,0.0,0.406,0.0,1.62,-0.34199999999999997,1.165,0.5780000000000001,3
2022-03-21 00:00:00,0.0,1.34,0.0,1.46,0.0,1.244,1.0539999999999998,0.006000000000000005,-0.3760000000000001,3
2022-03-21 03:00:00,0.0,0.395,0.0,1.504,0.0,-0.419,0.04400000000000004,-0.9450000000000001,-1.663,3
2022-03-21 06:00:00,4.0,0.067,0.0,0.812,0.0,1.026,-0.692,-0.328,1.445,3
2022-03-21 09:00:00,1.5,1.336,3.0,0.315,0.0,1.639,-0.49700000000000005,1.2690000000000001,0.613,3
2022-03-21 12:00:00,0.0,1.343,0.0,1.469,0.0,1.313,1.1540000000000001,0.006999999999999895,-0.32600000000000007,3
2022-03-21 15:00:00,0.0,0.477,2.0,1.528,0.0,-0.363,0.05899999999999994,-0.866,-1.676,3
2022-03-21 18:00:00,0.0,-0.289,0.0,0.875,0.0,0.347,-0.653,-0.766,0.71,3
2022-03-21 21:00:00,0.0,1.114,0.5,0.312,0.0,1.477,-0.563,1.403,1.1300000000000001,3
2022-03-22 00:00:00,0.0,1.252,0.0,1.308,0.0,1.436,0.996,0.1379999999999999,-0.04100000000000015,3
2022-03-22 03:00:00,0.0,0.727,0.0,1.47,0.0,-0.102,0.16199999999999992,-0.525,-1.538,3
2022-03-22 06:00:00,7.0,-0.135,0.0,1.094,0.0,0.668,-0.3759999999999999,-0.862,0.77,3
2022-03-22 09:00:00,5.5,1.285,3.0,0.461,0.0,1.554,-0.633,1.42,0.886,3
2022-03-22 12:00:00,0.0,1.338,0.0,1.426,0.0,1.427,0.9649999999999999,0.05300000000000016,-0.127,3
2022-03-22 15:00:00,0.0,0.66,0.0,1.508,0.0,-0.232,0.08200000000000007,-0.678,-1.659,3
2022-03-22 18:00:00,0.0,-0.204,0.0,1.015,0.0,-0.59,-0.4930000000000001,-0.864,-0.358,3
2022-03-22 21:00:00,0.0,0.769,0.0,0.402,0.0,1.212,-0.6129999999999999,0.973,1.802,3
2022-03-23 00:00:00,0.5,1.144,0.0,1.075,0.0,1.294,0.6729999999999999,0.3749999999999999,0.08200000000000007,3
2022-03-23 03:00:00,0.0,1.047,0.0,1.403,0.0,0.34,0.32800000000000007,-0.09699999999999998,-0.954,3
2022-03-23 06:00:00,0.0,0.039,0.0,1.339,0.0,0.462,-0.06400000000000006,-1.008,0.122,3
2022-03-23 09:00:00,0.0,1.219,0.0,0.573,0.0,1.514,-0.766,1.1800000000000002,1.052,3
2022-03-23 12:00:00,0.0,1.32,0.0,1.359,0.0,1.476,0.786,0.10099999999999998,-0.038000000000000034,3
2022-03-23 15:00:00,0.0,0.844,0.0,1.497,0.0,0.027,0.13800000000000012,-0.4760000000000001,-1.449,3
2022-03-23 18:00:00,0.0,-0.119,0.0,1.163,0.0,-1.044,-0.3340000000000001,-0.963,-1.071,3
2022-03-23 21:00:00,0.0,0.234,0.0,0.485,0.0,0.81,-0.678,0.353,1.854,3
2022-03-24 00:00:00,0.0,1.028,0.0,0.585,0.0,1.139,0.09999999999999998,0.794,0.32899999999999996,3
2022-03-24 03:00:00,0.0,1.031,0.0,1.307,2.2,0.781,0.722,0.0029999999999998916,-0.358,3
2022-03-24 06:00:00,0.0,0.362,0.0,1.331,0.0,0.361,0.02400000000000002,-0.6689999999999999,-0.42000000000000004,3
2022-03-24 09:00:00,0.0,1.091,0.0,0.796,0.0,1.343,-0.5349999999999999,0.729,0.982,3
2022-03-24 12:00:00,0.0,1.248,0.0,1.249,0.0,1.356,0.45300000000000007,0.15700000000000003,0.013000000000000123,3
2022-03-24 15:00:00,0.0,1.009,0.0,1.452,0.0,0.349,0.20299999999999985,-0.2390000000000001,-1.0070000000000001,3
2022-03-24 18:00:00,0.0,0.029,0.0,1.292,0.0,-0.897,-0.15999999999999992,-0.9799999999999999,-1.246,3
2022-03-24 21:00:00,0.0,-0.556,0.0,0.582,0.0,0.095,-0.7100000000000001,-0.5850000000000001,0.992,3
2022-03-25 00:00:00,0.0,0.773,0.0,0.082,0.0,0.961,-0.49999999999999994,1.3290000000000002,0.866,3
2022-03-25 03:00:00,0.0,0.936,0.0,1.079,0.0,0.949,0.997,0.16300000000000003,-0.01200000000000001,3
2022-03-25 06:00:00,0.0,0.848,0.0,1.273,0.0,0.494,0.19399999999999995,-0.08800000000000008,-0.45499999999999996,3
2022-03-25 09:00:00,0.0,0.929,0.0,1.215,0.0,1.055,-0.05799999999999983,0.08100000000000007,0.5609999999999999,3
2022-03-25 12:00:00,0.0,1.096,0.0,1.024,0.0,1.071,-0.19100000000000006,0.16700000000000004,0.016000000000000014,3
2022-03-25 15:00:00,0.0,0.989,0.0,1.239,0.0,0.576,0.21500000000000008,-0.1070000000000001,-0.495,3
2022-03-25 18:00:00,0.0,0.195,0.0,1.177,0.0,-0.619,-0.062000000000000055,-0.794,-1.1949999999999998,3
2022-03-25 21:00:00,0.0,-0.484,0.0,0.631,0.0,-0.937,-0.546,-0.679,-0.31800000000000006,3
2022-03-26 00:00:00,0.0,0.193,0.0,0.119,0.0,0.519,-0.512,0.677,1.456,3
2022-03-26 03:00:00,0.0,0.84,0.0,0.563,0.0,0.895,0.44399999999999995,0.647,0.376,3
2022-03-26 06:00:00,0.0,0.916,0.0,1.175,0.0,0.857,0.6120000000000001,0.07600000000000007,-0.038000000000000034,3
2022-03-26 09:00:00,0.0,0.83,0.0,1.264,0.0,0.838,0.08899999999999997,-0.08600000000000008,-0.019000000000000017,3
2022-03-26 12:00:00,0.0,0.985,0.0,1.159,0.0,0.903,-0.10499999999999998,0.15500000000000003,0.06500000000000006,3
2022-03-26 15:00:00,0.0,0.956,0.0,1.079,0.0,0.756,-0.08000000000000007,-0.029000000000000026,-0.14700000000000002,3
2022-03-26 18:00:00,0.0,0.458,0.0,1.068,0.0,-0.194,-0.010999999999999899,-0.49799999999999994,-0.95,3
2022-03-26 21:00:00,0.0,-0.269,0.0,0.73,0.0,-1.096,-0.3380000000000001,-0.7270000000000001,-0.9020000000000001,3
2022-03-27 00:00:00,0.0,-0.537,0.0,0.232,0.0,0.031,-0.498,-0.268,1.127,3
2022-03-27 03:00:00,0.0,0.675,0.0,-0.214,0.0,1.058,-0.446,1.2120000000000002,1.0270000000000001,3
2022-03-27 06:00:00,0.0,1.054,0.0,1.01,0.0,1.148,1.224,0.379,0.08999999999999986,3
2022-03-27 09:00:00,0.0,1.041,0.5,1.355,0.0,0.88,0.345,-0.013000000000000123,-0.2679999999999999,3
2022-03-27 12:00:00,0.0,0.759,0.0,1.349,0.0,0.721,-0.006000000000000005,-0.2819999999999999,-0.15900000000000003,3
2022-03-27 15:00:00,0.0,0.746,0.0,1.004,0.0,0.743,-0.345,-0.013000000000000012,0.02200000000000002,3
2022-03-27 18:00:00,0.0,0.64,0.0,0.842,0.0,0.331,-0.16200000000000003,-0.10599999999999998,-0.412,3
2022-03-27 21:00:00,0.0,-0.008,0.0,0.796,0.0,-0.75,-0.04599999999999993,-0.648,-1.081,3
2022-03-28 00:00:00,0.0,-0.663,0.0,0.392,0.0,-0.714,-0.404,-0.655,0.03600000000000003,3
2022-03-28 03:00:00,0.0,0.401,0.0,-0.079,0.0,0.974,-0.47100000000000003,1.064,1.688,3
2022-03-28 06:00:00,0.0,1.109,20.5,0.785,0.0,1.334,0.864,0.708,0.3600000000000001,3
2022-03-28 09:00:00,5.5,1.153,20.0,1.344,0.0,1.159,0.559,0.04400000000000004,-0.17500000000000004,3
2022-03-28 12:00:00,1.0,0.725,0.0,1.452,0.0,0.432,0.10799999999999987,-0.42800000000000005,-0.7270000000000001,3
2022-03-28 15:00:00,0.0,0.769,0.5,1.03,0.0,0.86,-0.42199999999999993,0.04400000000000004,0.428,3
2022-03-28 18:00:00,0.0,0.829,0.0,0.879,0.0,0.805,-0.15100000000000002,0.05999999999999994,-0.05499999999999994,3
2022-03-28 21:00:00,0.0,0.459,0.0,0.986,0.0,-0.149,0.10699999999999998,-0.36999999999999994,-0.9540000000000001,3
2022-03-29 00:00:00,0.0,-0.341,0.0,0.746,0.0,-1.2,-0.24,-0.8,-1.051,3
2022-03-29 03:00:00,0.0,0.224,0.0,0.23,0.0,0.912,-0.516,0.5650000000000001,2.112,3
2022-03-29 06:00:00,0.0,1.17,0.0,0.576,0.0,1.514,0.346,0.946,0.602,3
2022-03-29 09:00:00,0.0,1.298,0.0,1.405,0.0,1.426,0.8290000000000001,0.1280000000000001,-0.08800000000000008,3
2022-03-29 12:00:00,0.5,0.869,0.0,1.531,0.0,0.395,0.1259999999999999,-0.42900000000000005,-1.031,3
2022-03-29 15:00:00,0.0,0.74,0.0,1.204,0.0,1.129,-0.32699999999999996,-0.129,0.734,3
2022-03-29 18:00:00,0.0,1.121,0.0,0.859,0.0,1.209,-0.345,0.381,0.08000000000000007,3
2022-03-29 21:00:00,0.0,1.014,0.0,1.322,0.0,0.575,0.4630000000000001,-0.10699999999999998,-0.6340000000000001,3
2022-03-30 00:00:00,0.0,0.091,0.0,1.276,0.0,-0.822,-0.04600000000000004,-0.923,-1.3969999999999998,3
2022-03-30 03:00:00,0.0,-0.402,0.0,0.639,0.0,0.546,-0.637,-0.493,1.3679999999999999,3
2022-03-30 06:00:00,0.0,1.143,0.0,0.114,0.0,1.559,-0.525,1.545,1.013,3
2022-03-30 09:00:00,0.0,1.282,0.0,1.336,0.0,1.542,1.222,0.139,-0.016999999999999904,3
2022-03-30 12:00:00,0.0,0.914,0.0,1.507,0.0,0.279,0.17099999999999982,-0.368,-1.263,3
2022-03-30 15:00:00,0.0,0.326,0.0,1.257,0.0,0.981,-0.25,-0.5880000000000001,0.702,3
2022-03-30 18:00:00,0.0,1.307,0.5,0.612,26.2,1.5,-0.6449999999999999,0.9809999999999999,0.519,3
2022-03-30 21:00:00,0.0,1.314,0.0,1.508,0.4,1.11,0.896,0.007000000000000117,-0.3899999999999999,3
2022-03-31 00:00:00,0.0,0.402,0.0,1.522,0.0,-0.415,0.014000000000000012,-0.912,-1.5250000000000001,3
2022-03-31 03:00:00,0.0,-0.327,0.0,0.893,0.0,0.097,-0.629,-0.7290000000000001,0.512,3
2022-03-31 06:00:00,0.0,1.071,0.0,0.348,0.0,1.602,-0.545,1.398,1.5050000000000001,3
2022-03-31 09:00:00,8.0,1.321,6.0,1.306,0.2,1.619,0.9580000000000001,0.25,0.016999999999999904,3
2022-03-31 12:00:00,0.0,1.069,0.0,1.557,0.0,0.37,0.2509999999999999,-0.252,-1.249,3
2022-03-31 15:00:00,0.0,0.066,0.5,1.396,0.0,0.423,-0.16100000000000003,-1.003,0.05299999999999999,3
2022-03-31 18:00:00,0.0,1.237,1.5,0.675,0.0,1.561,-0.7209999999999999,1.171,1.138,3
2022-03-31 21:00:00,0.5,1.344,0.5,1.451,0.0,1.53,0.776,0.10699999999999998,-0.030999999999999917,3
2022-04-01 00:00:00,0.0,0.809,1.5,1.589,0.0,0.004,0.1379999999999999,-0.535,-1.526,4
2022-04-01 03:00:00,0.0,-0.07,1.0,1.219,0.0,-0.342,-0.3699999999999999,-0.879,-0.34600000000000003,4
2022-04-01 06:00:00,0.0,1.022,0.0,0.603,1.2,1.613,-0.6160000000000001,1.092,1.955,4
2022-04-01 09:00:00,0.5,1.401,0.0,1.321,0.0,1.686,0.718,0.379,0.07299999999999995,4
2022-04-01 12:00:00,0.0,1.286,0.0,1.664,0.0,0.629,0.34299999999999997,-0.11499999999999999,-1.057,4
2022-04-01 15:00:00,0.0,0.182,0.0,1.601,0.0,-0.232,-0.06299999999999994,-1.104,-0.861,4
2022-04-01 18:00:00,0.0,1.07,0.0,0.805,0.0,1.67,-0.7959999999999999,0.8880000000000001,1.902,4
2022-04-01 21:00:00,0.0,1.436,0.0,1.361,0.6,1.709,0.5559999999999999,0.3659999999999999,0.039000000000000146,4
2022-04-02 00:00:00,0.0,1.223,0.0,1.685,0.0,0.525,0.32400000000000007,-0.21299999999999986,-1.1840000000000002,4
2022-04-02 03:00:00,0.0,0.144,1.5,1.585,0.0,-0.667,-0.10000000000000009,-1.0790000000000002,-1.1920000000000002,4
2022-04-02 06:00:00,0.0,0.896,0.5,0.81,0.0,1.565,-0.7749999999999999,0.752,2.232,4
2022-04-02 09:00:00,0.0,1.488,0.5,1.257,0.0,1.764,0.44699999999999984,0.592,0.19900000000000007,4
2022-04-02 12:00:00,0.0,1.418,2.5,1.735,0.0,0.858,0.4780000000000002,-0.07000000000000006,-0.906,4
2022-04-02 15:00:00,0.5,0.274,2.0,1.72,0.0,-0.55,-0.015000000000000124,-1.144,-1.408,4
2022-04-02 18:00:00,0.0,0.759,1.0,0.94,0.0,1.56,-0.78,0.485,2.1100000000000003,4
2022-04-02 21:00:00,0.0,1.5,0.5,1.112,0.0,1.801,0.17200000000000015,0.741,0.24099999999999988,4
2022-04-03 00:00:00,0.0,1.457,0.0,1.74,0.0,1.039,0.6279999999999999,-0.04299999999999993,-0.762,4
2022-04-03 03:00:00,0.0,0.369,0.0,1.74,0.0,-0.49,0.0,-1.088,-1.529,4
2022-04-03 06:00:00,0.0,0.883,0.0,1.01,0.0,1.624,-0.73,0.514,2.114,4
2022-04-03 09:00:00,0.5,1.598,0.0,1.199,0.0,1.896,0.18900000000000006,0.7150000000000001,0.2719999999999998,4
2022-04-03 12:00:00,8.5,1.589,0.0,1.839,0.0,1.245,0.6399999999999999,-0.009000000000000119,-0.6509999999999998,4
2022-04-03 15:00:00,0.5,0.496,0.0,1.843,0.0,-0.335,0.0040000000000000036,-1.093,-1.58,4
2022-04-03 18:00:00,9.5,0.454,0.0,1.128,0.0,1.219,-0.7150000000000001,-0.04199999999999998,1.554,4
2022-04-03 21:00:00,0.0,1.506,0.5,0.785,0.0,1.761,-0.34299999999999986,1.052,0.5419999999999998,4
2022-04-04 00:00:00,0.0,1.515,0.0,1.797,0.2,1.557,1.012,0.008999999999999897,-0.20399999999999996,4
2022-04-04 03:00:00,0.0,0.827,0.0,1.842,0.0,0.139,0.04500000000000015,-0.688,-1.418,4
2022-04-04 06:00:00,7.5,0.808,0.0,1.303,0.0,1.44,-0.5390000000000001,-0.018999999999999906,1.301,4
2022-04-04 09:00:00,0.5,1.579,0.0,1.034,0.0,1.803,-0.2689999999999999,0.7709999999999999,0.363,4
2022-04-04 12:00:00,0.0,1.57,0.0,1.861,0.0,1.392,0.827,-0.008999999999999897,-0.41100000000000003,4
2022-04-04 15:00:00,0.0,0.611,0.0,1.862,0.0,-0.292,0.001000000000000112,-0.9590000000000001,-1.684,4
2022-04-04 18:00:00,0.0,-0.112,0.0,1.173,0.0,0.698,-0.6890000000000001,-0.723,0.99,4
2022-04-04 21:00:00,0.0,1.336,0.0,0.656,0.0,1.601,-0.517,1.4480000000000002,0.903,4
2022-04-05 00:00:00,0.0,1.399,0.0,1.622,0.0,1.524,0.9660000000000001,0.06299999999999994,-0.07699999999999996,4
2022-04-05 03:00:00,0.0,1.017,0.0,1.75,0.0,0.403,0.1279999999999999,-0.3820000000000001,-1.121,4
2022-04-05 06:00:00,0.0,0.732,0.0,1.448,0.0,1.296,-0.30200000000000005,-0.2849999999999999,0.893,4
2022-04-05 09:00:00,0.0,1.499,0.0,0.952,0.0,1.664,-0.496,0.7670000000000001,0.3679999999999999,4
2022-04-05 12:00:00,2.0,1.509,0.0,1.814,0.0,1.395,0.8620000000000001,0.009999999999999787,-0.2689999999999999,4
2022-04-05 15:00:00,2.0,0.758,0.0,1.838,0.0,-0.109,0.02400000000000002,-0.7509999999999999,-1.504,4
2022-04-05 18:00:00,0.0,-0.031,0.0,1.209,0.0,0.199,-0.629,-0.789,0.308,4
2022-04-05 21:00:00,0.0,0.966,0.0,0.684,0.0,1.374,-0.525,0.997,1.175,4
2022-04-06 00:00:00,0.0,1.263,0.0,1.37,0.0,1.385,0.686,0.29699999999999993,0.010999999999999899,4
2022-04-06 03:00:00,0.5,1.112,0.0,1.626,0.0,0.58,0.2559999999999998,-0.1509999999999998,-0.805,4
2022-04-06 06:00:00,0.0,0.653,0.0,1.502,0.0,1.084,-0.12399999999999989,-0.4590000000000001,0.5040000000000001,4
2022-04-06 09:00:00,10.5,1.379,0.0,0.92,0.0,1.511,-0.582,0.726,0.4269999999999998,4
2022-04-06 12:00:00,0.0,1.375,0.0,1.634,0.0,1.312,0.7139999999999999,-0.0040000000000000036,-0.19899999999999984,4
2022-04-06 15:00:00,0.0,0.741,0.0,1.678,0.0,-0.051,0.04400000000000004,-0.634,-1.363,4
2022-04-06 18:00:00,0.0,-0.06,0.0,1.165,0.0,-0.299,-0.5129999999999999,-0.8009999999999999,-0.248,4
2022-04-06 21:00:00,0.0,0.551,0.0,0.63,0.0,1.12,-0.535,0.611,1.419,4
2022-04-07 00:00:00,0.0,1.134,0.0,1.108,0.0,1.222,0.4780000000000001,0.5829999999999999,0.10199999999999987,4
2022-04-07 03:00:00,0.0,1.155,0.0,1.551,0.0,0.867,0.44299999999999984,0.02100000000000013,-0.355,4
2022-04-07 06:00:00,0.0,0.776,0.0,1.549,0.0,1.07,-0.0020000000000000018,-0.379,0.20300000000000007,4
2022-04-07 09:00:00,0.0,1.307,0.0,1.076,0.2,1.383,-0.47299999999999986,0.5309999999999999,0.31299999999999994,4
2022-04-07 12:00:00,0.0,1.308,0.0,1.507,0.0,1.293,0.4309999999999998,0.001000000000000112,-0.09000000000000008,4
2022-04-07 15:00:00,0.0,0.854,0.0,1.554,0.0,0.213,0.04700000000000015,-0.45400000000000007,-1.0799999999999998,4
2022-04-07 18:00:00,0.0,0.049,0.0,1.212,0.0,-0.729,-0.3420000000000001,-0.8049999999999999,-0.942,4
2022-04-07 21:00:00,0.0,0.27,0.0,0.677,0.0,0.665,-0.5349999999999999,0.22100000000000003,1.3940000000000001,4
2022-04-08 00:00:00,0.0,0.989,0.0,0.599,0.0,1.036,-0.07800000000000007,0.719,0.371,4
2022-04-08 03:00:00,0.0,1.016,0.0,1.354,0.0,0.965,0.7550000000000001,0.027000000000000024,-0.07100000000000006,4
2022-04-08 06:00:00,0.0,0.905,0.0,1.398,0.0,1.025,0.04399999999999982,-0.11099999999999999,0.05999999999999994,4
2022-04-08 09:00:00,0.0,1.249,0.0,1.219,0.0,1.273,-0.17899999999999983,0.3440000000000001,0.248,4
2022-04-08 12:00:00,0.0,1.252,0.0,1.388,0.0,1.179,0.16899999999999982,0.0029999999999998916,-0.09399999999999986,4
2022-04-08 15:00:00,0.0,0.802,0.0,1.424,0.0,0.287,0.03600000000000003,-0.44999999999999996,-0.8920000000000001,4
2022-04-08 18:00:00,0.0,0.072,0.0,1.129,0.0,-0.752,-0.29499999999999993,-0.7300000000000001,-1.039,4
2022-04-08 21:00:00,0.0,-0.178,0.0,0.637,0.0,0.229,-0.492,-0.25,0.981,4
2022-04-09 00:00:00,0.0,0.757,0.0,0.19,0.0,0.861,-0.447,0.935,0.632,4
